"","T3_VS_T1_baseMean","T3_VS_T1_log2FoldChange","T3_VS_T1_lfcSE","T3_VS_T1_stat","T3_VS_T1_pvalue","T3_VS_T1_padj"
"ENSMUSG00000000320",4.66344483370424,-1.04833319776378,1.20770969454993,-0.868034099994918,0.385375665236261,0.679539723943885
"ENSMUSG00000000325",63.0441629918109,-3.73363227769711,0.521393600091418,-7.16087093712403,8.01660975625729e-13,3.96018366409545e-10
"ENSMUSG00000000326",1019.14834143605,0.169158057267526,0.209347024183927,0.808027044697363,0.419075013532629,0.708047845609944
"ENSMUSG00000000339",463.270487338264,0.173511514161633,0.175809286520385,0.986930312930396,0.323676802627604,0.623307605879971
"ENSMUSG00000000340",297.178368616215,0.397326034135556,0.186307615112217,2.13263442772448,0.032954726819819,0.170042099052045
"ENSMUSG00000000346",5495.45007647525,0.498568686218461,0.13662736245523,3.64911301264293,0.00026314732812605,0.00550672517867839
"ENSMUSG00000000355",553.579365093524,0.180681639595831,0.18593225374855,0.971760606097857,0.331169658067228,0.631766272735838
"ENSMUSG00000000359",11.3345728951748,3.48558678331408,1.81436279734293,1.92110794402233,NA,NA
"ENSMUSG00000000365",17.510323343654,-2.0053203912814,0.750771051902357,-2.67101453392505,0.00756223723959544,0.0627270080889984
"ENSMUSG00000000374",2222.08395955177,0.0722340777080912,0.159313795503224,0.453407550048793,0.650255300825545,0.8628767739824
"ENSMUSG00000000378",888.436367747628,-0.00941631400604973,0.167502462620294,-0.0562159735370297,0.955169756242932,0.984360307508652
"ENSMUSG00000000381",0,NA,NA,NA,NA,NA
"ENSMUSG00000000384",2549.44747521041,0.181113903271267,0.129174446743603,1.40208770261472,0.160889058810705,0.435785246351597
"ENSMUSG00000000385",0,NA,NA,NA,NA,NA
"ENSMUSG00000000386",67.2324562834665,-2.79584914700894,0.705779725953341,-3.96136222704954,7.45233779121556e-05,0.00205775129138335
"ENSMUSG00000000392",6.01943112198842,-0.159054778732632,1.03055188114457,-0.154339419143051,0.877342117677067,0.958866086989319
"ENSMUSG00000000394",0,NA,NA,NA,NA,NA
"ENSMUSG00000000399",848.000764036107,-0.0436013577912434,0.138252427988676,-0.315374987807193,0.752476955407903,0.913722017281025
"ENSMUSG00000000402",7.42840438102617,-5.7051979805232,1.50153557546519,-3.79957563027148,0.000144944074616685,0.00349945503723153
"ENSMUSG00000000409",282.741463693143,0.305362354264279,1.34183056023246,0.227571470880331,0.819979400957488,0.936807674066235
"ENSMUSG00000000411",0.3632129419292,0,4.08045587179443,0,1,NA
"ENSMUSG00000000416",0.674310159099134,-2.33244327212868,3.64125273753567,-0.640560664214489,0.521808163235241,NA
"ENSMUSG00000000420",2116.07655067272,0.0863205459749077,0.135539527405636,0.636866216277792,0.524211990152616,0.786804616650346
"ENSMUSG00000000435",0,NA,NA,NA,NA,NA
"ENSMUSG00000000439",314.672748398112,-0.156301628717124,0.166601776472322,-0.938175042467757,0.348154461977181,0.647537455222616
"ENSMUSG00000000440",190.390574696006,1.76755777912197,0.561444604101697,3.1482318401653,0.00164261358085017,0.0214665956242877
"ENSMUSG00000000441",1073.10177534043,0.0656717702762947,0.208079373431972,0.315609227349797,0.752299133009856,0.913688551484843
"ENSMUSG00000000486",2592.12509875898,0.204041917119807,0.219149166837161,0.931064078703161,0.35182041855415,0.651416876483037
"ENSMUSG00000000489",23.7001626728801,0.536439319636492,1.03904270459845,0.516282263724479,0.605657281933718,0.839309034607196
"ENSMUSG00000000530",114.007848455016,0.570455323862009,0.441431083736642,1.29228625912158,0.196258028764174,0.484112923608263
"ENSMUSG00000000531",19.2345075086166,0.357664739140913,0.624706736022109,0.572532227551097,0.56696145895091,0.813936382128729
"ENSMUSG00000000532",304.776865322683,1.3934425872832,0.263464845756669,5.28891277043524,1.23045549824604e-07,1.16610409000444e-05
"ENSMUSG00000000538",305.013777630747,0.277257806989543,0.19872946212839,1.39515200222512,0.162970007437031,0.439400821229012
"ENSMUSG00000000544",0,NA,NA,NA,NA,NA
"ENSMUSG00000000552",324.359127836633,1.07759562464739,0.241931011281293,4.45414425765563,8.42284568168396e-06,0.000375385744029644
"ENSMUSG00000000555",284.98112573469,0.549739105745744,0.257777432900611,2.1326114530658,0.0329566130121489,0.170042099052045
"ENSMUSG00000000560",0,NA,NA,NA,NA,NA
"ENSMUSG00000000561",527.871300848398,-0.0374767324989149,0.198953416182219,-0.188369384241136,0.850587097903956,0.949258316889204
"ENSMUSG00000000562",46.4872499799974,1.47966225896521,0.505147305163646,2.92916985568371,0.0033986864315611,0.0357013026482324
"ENSMUSG00000000563",3803.92216303954,0.199142541675167,0.138301423397721,1.43991679031735,0.149890942156716,0.419587029959152
"ENSMUSG00000000567",0,NA,NA,NA,NA,NA
"ENSMUSG00000000568",4438.28760387006,0.0415102910439388,0.139605585264816,0.297339758758207,0.766207130345495,0.916908884365585
"ENSMUSG00000000579",1080.24017902876,-0.0599071608365189,0.17249520244641,-0.34729754791372,0.728367792763159,0.901564970062973
"ENSMUSG00000000581",782.385326767097,0.494352000829505,0.159466058627012,3.10004527035929,0.00193491066704565,0.0241169137562983
"ENSMUSG00000000594",1162.39769254426,0.486471481812816,0.345212581832366,1.40919395008912,0.158777826189992,0.432339226200952
"ENSMUSG00000000600",823.856483646465,-0.222524505058941,0.155618583280916,-1.42993529671999,0.152735590362845,0.423723062766372
"ENSMUSG00000000605",626.341128676352,-0.254966425363755,0.163361639504618,-1.56074844827048,0.118583115174081,0.368810933462958
"ENSMUSG00000000606",0,NA,NA,NA,NA,NA
"ENSMUSG00000000617",8.84771731347796,-1.93093461041531,1.8886948886509,-1.02236450260878,0.306608414753693,0.608566774107896
"ENSMUSG00000000627",329.953040181572,0.143424807058185,0.47070704775513,0.304700785217045,0.760594051517449,0.914838682903841
"ENSMUSG00000000628",2373.55303053844,-0.48777269983158,0.148944584408825,-3.27486025603144,0.00105714253270755,0.0154678619027041
"ENSMUSG00000000631",1286.52132089105,-0.432804625198606,0.175420833563421,-2.46723616805829,0.0136160520161009,0.0932428146783654
"ENSMUSG00000000632",0.451058225562562,-2.9273552798548,3.96802506185159,-0.737736086396797,0.460674838722927,NA
"ENSMUSG00000000673",252.099572014822,0.642223529771097,0.253557970755925,2.5328469377494,0.0113140344845289,0.0820441638741782
"ENSMUSG00000000682",4299.97684942762,0.253101291809749,0.271133797939669,0.933492223149793,0.350565883908788,0.650481762760877
"ENSMUSG00000000686",41.4850813647637,0.742745287394347,0.481795096419689,1.5416206867065,0.123165795573187,0.375903011105285
"ENSMUSG00000000690",0.355691703264849,0,4.08045587179476,0,1,NA
"ENSMUSG00000000693",18.5846869777258,-0.509503710866789,0.583345462035922,-0.873416772779171,0.38243595207182,0.677865592046054
"ENSMUSG00000000701",0,NA,NA,NA,NA,NA
"ENSMUSG00000000706",0.430753250759798,-1.51175336133392,3.99042203991597,-0.378845482059776,0.704802610605158,NA
"ENSMUSG00000000708",455.399285900929,-0.31973237154122,0.210907389547099,-1.51598468042211,0.129523226159565,0.386646994817383
"ENSMUSG00000000711",1465.207389342,-0.106577772997731,0.199831043883854,-0.533339419773417,0.593798644741967,0.831358435370609
"ENSMUSG00000000724",1.70114573549207,0.46645440745195,2.01710504439945,0.231249437775725,0.817121024874179,NA
"ENSMUSG00000000730",63.6762152941869,1.35588908845087,0.371327992021817,3.65145940403869,0.000260754321389929,0.00547005814902259
"ENSMUSG00000000731",0.527671497510599,3.20692922386012,3.96047521600967,0.809733440799366,0.418093393928629,NA
"ENSMUSG00000000732",301.235147989756,0.741273043255185,0.446598736824793,1.65981894289593,0.096950881760615,0.325573638166251
"ENSMUSG00000000738",893.446700828934,-0.123092842525788,0.132751862968823,-0.927240038467078,0.353801918898068,0.653398324854871
"ENSMUSG00000000739",1.69602079580698,0.35750929813879,1.80581878639136,0.1979762868971,0.843063616827954,NA
"ENSMUSG00000000740",33851.7545323973,0.17767340045079,0.123687002510161,1.43647591780061,0.150866964183709,0.421517492272004
"ENSMUSG00000000743",1623.42448290628,0.566630280668609,0.112850715659823,5.0210605874814,5.13869459438102e-07,3.78290508309567e-05
"ENSMUSG00000000751",2281.01437780335,-0.149661711039284,0.124484766062473,-1.20224920504872,0.229266990454895,0.523880328262866
"ENSMUSG00000000753",11.2788418354563,0.49613220288204,1.02648596667983,0.483330721497129,0.628860929929563,0.851598647822821
"ENSMUSG00000000759",1249.0115211885,-0.00662337228802825,0.123148606255214,-0.0537835748973229,0.957107595910203,0.985048480121651
"ENSMUSG00000000766",4.29117056841233,-0.177086142476878,0.989905901568712,-0.178891894872279,0.858022587082265,0.951171250935049
"ENSMUSG00000000776",262.453229352667,0.0176294181360355,0.225568822415041,0.0781553848944505,0.93770445110691,0.977973967412115
"ENSMUSG00000000782",334.214665106715,1.4928213706213,1.09895472409495,1.35840115874721,0.174336426799104,0.455334449204394
"ENSMUSG00000000787",9006.1818674124,0.0895818096294783,0.0966765166100691,0.926613957252864,0.354127005597172,0.653692784444304
"ENSMUSG00000000791",131.137685865025,-0.135783404133583,0.347926799878915,-0.390264285995898,0.696341129303068,0.88528980611502
"ENSMUSG00000000792",12.6744789656492,-1.03022723715642,0.655319681001492,-1.57209872833664,0.115927656388095,0.363725083099528
"ENSMUSG00000000794",5.58029436025992,-0.860664249346187,1.04049688986851,-0.827166575629984,0.408142653585898,0.699103807793857
"ENSMUSG00000000804",834.926432674533,0.0302264718021353,0.319409031228939,0.0946324895255394,0.92460674272088,0.97336345680971
"ENSMUSG00000000805",130.720717539037,6.50419475419012,0.773442345789152,8.40941123743854,4.12073935398502e-17,5.22699938055485e-14
"ENSMUSG00000000811",203.025707674237,0.684068963627283,0.267535900176009,2.55692399852596,0.0105602287201454,0.0781870049718446
"ENSMUSG00000000817",21.2534312941731,-0.552936547407162,1.12410844847678,-0.491888970460471,0.622797835819046,0.847144791937315
"ENSMUSG00000000823",504.516626380446,0.733447785055193,0.212591761576524,3.45002919970246,0.000560525921676603,0.00978102904597586
"ENSMUSG00000000826",2969.54012120025,0.171085138522864,0.137717136641033,1.24229375294671,0.214128199415753,0.505893322936222
"ENSMUSG00000000827",911.571619883504,0.0625943147668765,0.133494939980682,0.468889043853905,0.639148948000127,0.857707585344409
"ENSMUSG00000000838",1756.39416708528,-0.0694038092105706,0.112102097803001,-0.619112492725474,0.535842253968995,0.793466124995395
"ENSMUSG00000000861",451.423287643994,-1.21622361858221,0.222551136921631,-5.46491757087939,4.63121958131878e-08,4.95901369454199e-06
"ENSMUSG00000000869",6.84353102388527,0.810685576299542,1.01023793344455,0.802469942437615,0.422281168606399,0.710296747340642
"ENSMUSG00000000876",506.246996732871,0.404355560860451,0.178954919762951,2.25953866703453,0.0238498978739885,0.137681572658992
"ENSMUSG00000000881",8.58158162398069,1.47981652532556,1.07323656766144,1.378835356449,0.167945522826221,0.44662031709161
"ENSMUSG00000000884",83.6699094798989,-0.526114634417216,0.287269199238356,-1.83143419417089,0.067035761422634,0.261390330068393
"ENSMUSG00000000889",0,NA,NA,NA,NA,NA
"ENSMUSG00000000901",2.84942695776949,-4.06129043862339,1.69006269279231,-2.40304129305011,0.0162593513217449,NA
"ENSMUSG00000000902",1119.98212774604,-0.368664084112033,0.128764781552747,-2.86308165685052,0.0041954242586794,0.0417265054436811
"ENSMUSG00000000903",96.6870573010195,-6.90810101229775,1.2698005312067,-5.44030408125043,5.31897051067174e-08,5.5667199324981e-06
"ENSMUSG00000000915",3910.40164050219,-0.368830305608911,0.203155762049146,-1.81550501885192,0.0694463353874347,0.267063915704011
"ENSMUSG00000000916",534.333819173209,0.125221422820809,0.223894820251618,0.559286823518662,0.575965986480009,0.819896332618728
"ENSMUSG00000000934",111.063867848316,0.00312432533567818,0.33623452199471,0.00929210158773445,0.992586082296059,0.997517300938017
"ENSMUSG00000000938",1.3026225891369,-0.953860859362654,3.06872089567977,-0.310833370576492,0.755927299370942,NA
"ENSMUSG00000000942",0.201385953653324,0.0440486358079834,4.08045587181216,0.0107950281026863,0.99138698102672,NA
"ENSMUSG00000000948",0,NA,NA,NA,NA,NA
"ENSMUSG00000000957",20.1599275956688,-0.909151387796067,0.78897056908949,-1.15232611128356,0.249187091058438,0.549932431953111
"ENSMUSG00000000958",78.7939859908614,0.282367647084229,0.379301289424274,0.744441569162139,0.456609378337954,0.739276719770484
"ENSMUSG00000000959",1049.3340153737,0.0821707375375297,0.15168437929802,0.541721816826541,0.588010157996237,0.827610928880388
"ENSMUSG00000000976",954.882144533608,-0.545039905525209,0.127475112205121,-4.27565738987686,1.90574109353298e-05,0.00071471203868134
"ENSMUSG00000000982",160.500158167942,0.0878532846773542,0.574855829212775,0.152826639677053,0.878534989081504,0.959052201850686
"ENSMUSG00000000983",0.705267138206583,2.39167169150898,3.6078421254255,0.66290918736554,0.507388717266772,NA
"ENSMUSG00000001014",0,NA,NA,NA,NA,NA
"ENSMUSG00000001016",1887.05182309654,-0.318181212860524,0.0987534292326635,-3.22197634383802,0.00127309645889057,0.0176860662233407
"ENSMUSG00000001017",2659.89348658868,-0.127665628718923,0.10320798465274,-1.23697434019736,0.216096609016054,0.508190684922237
"ENSMUSG00000001018",460.805286312122,0.507662226904051,0.15349553549214,3.30734197106368,0.000941858364673475,0.0143409459219442
"ENSMUSG00000001020",0.121677967745446,1.00581330107304,4.08045587181216,0.246495326176961,0.805298822019237,NA
"ENSMUSG00000001021",1.42139437374865,1.30067394520337,2.12889973311359,0.610960640828816,0.541225637387256,NA
"ENSMUSG00000001023",0.0951410987514924,-0.917732043687536,4.08045587181216,-0.224909194589565,0.822049916288202,NA
"ENSMUSG00000001025",5399.0800483084,1.56934207675814,0.55136408207446,2.8462900065119,0.00442318918575232,0.043235559972173
"ENSMUSG00000001027",3.60962842313712,-2.30552325620231,1.17450619607626,-1.96297240823803,0.0496493801771823,0.220144737596595
"ENSMUSG00000001029",351.331434091983,-0.825803034845133,0.172968730537427,-4.77429089222833,1.8034155460223e-06,0.000107747544760535
"ENSMUSG00000001034",1346.27307851352,-0.0867499825520204,0.217843027267708,-0.398222443197198,0.69046622383665,0.882619227214446
"ENSMUSG00000001036",22.380556100514,-0.882861743454228,0.648204424276084,-1.36201128901613,0.173194322450574,0.454237735560937
"ENSMUSG00000001039",4.79761784646454,0.0446407061608418,1.01590690507044,0.0439417292451087,0.96495085228032,0.987773266751659
"ENSMUSG00000001052",1029.99205225802,-0.123512014521903,0.149384716426915,-0.826804893272529,0.408347656112546,0.69916351675573
"ENSMUSG00000001053",172.947596927526,0.0225027152704548,0.247334466484278,0.0909809117601699,0.92750775835225,0.974444828590348
"ENSMUSG00000001054",995.16808734514,0.17377014874995,0.152458794745296,1.13978435314445,0.254376154008869,0.55529028059389
"ENSMUSG00000001056",2951.15221880356,0.285839132612815,0.209555721858476,1.36402447080809,0.172559864094542,0.453684974317441
"ENSMUSG00000001062",509.810089742017,-0.187377448938558,0.249020653495562,-0.752457462095195,0.451776001707691,0.735636048993761
"ENSMUSG00000001065",601.379926180047,-0.332802481254779,0.190880246073869,-1.74351452337288,0.0812437796334431,0.293989450549808
"ENSMUSG00000001076",0.215773978913145,0.0440486358079838,4.08045587181216,0.0107950281026863,0.99138698102672,NA
"ENSMUSG00000001082",2255.49868864152,0.244714334741887,0.204178105799821,1.19853367129288,0.230709322734913,0.525541750504035
"ENSMUSG00000001089",79.3266046338182,-1.00436664686683,0.749590486003551,-1.33988713253502,0.180282042057844,0.462844601204085
"ENSMUSG00000001095",4.66346008039762,0.014346921641171,1.0806693164749,0.0132759590953966,0.989407628361688,0.996623062002831
"ENSMUSG00000001098",731.625947844536,0.0947233245596234,0.209292841132007,0.452587503936069,0.650845798571861,0.863221037179882
"ENSMUSG00000001100",1124.01101603244,0.178535004791361,0.180480325065826,0.989221427467202,0.322554816911809,0.622218220908415
"ENSMUSG00000001103",0.368697101790879,1.00579758780608,4.08045587180279,0.246491475316877,0.805301802622362,NA
"ENSMUSG00000001105",444.9191969543,0.119692257245143,0.170984845060884,0.700016759979651,0.483916837768406,0.759026130212661
"ENSMUSG00000001119",1.43672157211837,-0.970724423282479,2.41490166147962,-0.401972651212519,0.687704153720378,NA
"ENSMUSG00000001120",6.22485219571839,-0.759247877662635,1.2009436937003,-0.632209388038228,0.527250063592123,0.788961302053912
"ENSMUSG00000001123",1837.91346293503,-0.0310061498367194,0.212544712637246,-0.145880598260932,0.884015648069577,0.960180949698061
"ENSMUSG00000001127",1126.55494269729,-0.0956088517546869,0.139603315496447,-0.684860896137672,0.493431703691134,0.76609441614413
"ENSMUSG00000001128",835.405811365011,0.414924951774319,0.40864110030271,1.01537743380916,0.309925945736037,0.611185017684674
"ENSMUSG00000001131",1.41628103094167,-3.78347557751741,2.25969376483245,-1.67433111353385,0.0940655429373769,NA
"ENSMUSG00000001134",97.165190037966,0.282283030785958,0.259006809094897,1.08986721921482,0.275771638436248,0.57665316671551
"ENSMUSG00000001138",913.642209469527,-0.512511775157991,0.18709143351229,-2.73936526935812,0.0061557939557766,0.0541670450004035
"ENSMUSG00000001143",685.319522283723,-0.987641523337642,0.211843575728867,-4.66212638235345,3.12958895949838e-06,0.000171550308788141
"ENSMUSG00000001150",1885.58684290831,-0.236815578050893,0.180263036982296,-1.31372233606689,0.188939661522425,0.474385251017886
"ENSMUSG00000001151",1653.74172810535,-0.514238722812742,0.133555553718157,-3.85037318551308,0.000117937984174157,0.00296463012047537
"ENSMUSG00000001155",0,NA,NA,NA,NA,NA
"ENSMUSG00000001156",8382.16589975899,-0.149532345007272,0.375366110775642,-0.398363999078885,0.690361891174962,0.882601341464586
"ENSMUSG00000001157",475.570519286382,-0.182646838429224,0.129119119427929,-1.41456075009227,0.157197323678049,0.430388023506022
"ENSMUSG00000001158",422.076051780906,0.0359997234643917,0.139163945620904,0.258685705581088,0.79587774954009,0.92867422091113
"ENSMUSG00000001166",57.7578281708374,0.23544828772536,0.374401865874426,0.628865155827854,0.52943733946239,0.790083414274643
"ENSMUSG00000001168",2.40179589844053,-2.61883738035196,1.54320049603067,-1.69701693790792,0.0896934583130426,NA
"ENSMUSG00000001173",469.106048843742,-0.46918868652919,0.241329891471081,-1.94417974362456,0.0518737796118595,0.2255798121256
"ENSMUSG00000001175",11619.481137423,0.355936632253909,0.147955811581379,2.40569551442144,0.0161417120454066,0.104670401741547
"ENSMUSG00000001211",195.214168612237,-0.289479862348527,0.828112545691752,-0.349565845674653,0.726664546834262,0.901432679865457
"ENSMUSG00000001225",11.4506604188888,1.73485021188469,0.899809984443509,1.92801840597225,0.0538528368115238,0.230957939927705
"ENSMUSG00000001227",415.035938652413,1.67289290049854,0.24668256702912,6.78156109953672,1.18884178882625e-11,4.17106406334995e-09
"ENSMUSG00000001228",4866.62028565089,-0.546584876826898,0.149484339925607,-3.65646914652674,0.000255713173085886,0.00541991745666308
"ENSMUSG00000001229",2266.97913504143,-0.241853978587011,0.215635267636959,-1.12158823200569,0.262037557494581,0.5629966544737
"ENSMUSG00000001240",0.0951410987514924,-0.917732043687536,4.08045587181216,-0.224909194589565,0.822049916288202,NA
"ENSMUSG00000001247",19.0797388195861,0.644459077111057,0.782944699556401,0.823122089562894,0.410438568302884,0.700847029813223
"ENSMUSG00000001248",1533.62165705689,-0.348008299525232,0.193673665971774,-1.79687980696328,0.0723547030147224,0.27403055873054
"ENSMUSG00000001249",18.6223092672257,0.251309099960077,0.869196478236422,0.289128069720182,0.772483373933401,0.919266078907295
"ENSMUSG00000001260",0,NA,NA,NA,NA,NA
"ENSMUSG00000001270",144.653657853268,-1.59698912072292,0.619153460199722,-2.5793106610561,0.00989977119968785,0.0748154111287134
"ENSMUSG00000001280",2300.38080108165,-0.460145868826346,0.17606496711108,-2.61350043893763,0.00896199685813427,0.0705073130680506
"ENSMUSG00000001281",1216.03760225346,-0.00962097206433235,0.717407975668746,-0.0134107403188039,0.989300098077566,0.996623062002831
"ENSMUSG00000001285",513.39246087861,-0.0745347295966294,0.131099931145473,-0.56853370513157,0.569672625933122,0.815936895467271
"ENSMUSG00000001288",226.30189189115,0.324665680279183,0.343138616052857,0.946164800726395,0.344064536407123,0.643852043276607
"ENSMUSG00000001289",1333.6063434763,0.204699780097319,0.147025413811242,1.39227481012312,0.163839196422361,0.440471078813367
"ENSMUSG00000001300",7.58104964056025,1.65825116508771,0.87529004651923,1.89451619115525,0.058156527320113,0.24096435092264
"ENSMUSG00000001305",745.967182800224,0.204477481204075,0.224233556401657,0.911895099401655,0.361823941563024,0.659598215606286
"ENSMUSG00000001313",9.69316037061441,0.828680701713605,0.854359924081824,0.969943320555659,0.332074745073412,0.632281152904179
"ENSMUSG00000001323",88.7460839696695,-0.0691007469872767,0.255664015206266,-0.270279518732925,0.78694522088171,0.925331111591059
"ENSMUSG00000001333",1.18603976653781,0.198912938857834,2.13359383101878,0.0932290560489923,0.925721591518737,NA
